Rating,Ave_Salary,Founded_Years,City,State,Max_Company_Size,Highest_Revenue,Max_USD_Revenue,Python_knowledge,MatLab_knowledge,PowerBI_knowledge,SQL_knowledge,ETL_knowledge,Math_knowledge,Work_Remote,GitHub_works,DataB_knowledge,Jobs
3.5,132.5,102.0,Houston,TX,10000.0,10,10000000000.0,1,0,0,0,0,1,0,0,0,1
3.3,132.5,52.0,Houston,TX,10000.0,10,10000000000.0,1,0,0,1,0,1,0,0,1,1
4.9,132.5,0.0,Houston,TX,1000.0,1,1.0,0,0,0,0,0,0,0,0,0,1
3.9,132.5,21.0,Houston,TX,10000.0,5,5000000000.0,0,0,1,1,0,0,1,0,1,1
2.2,132.5,33.0,Houston,TX,500.0,50,50000000.0,1,0,0,0,0,1,0,0,1,1
3.9,132.5,27.0,Houston,TX,10000.0,10,10000000000.0,1,0,0,1,0,1,0,0,0,1
0.0,132.5,0.0,Houston,TX,1.0,1,1.0,0,0,0,1,0,1,0,0,1,1
4.2,132.5,19.0,Houston,TX,50.0,25,25000000.0,1,0,0,0,0,0,0,0,0,1
3.4,132.5,21.0,Houston,TX,10000.0,10,10000000000.0,1,0,0,0,0,1,0,0,0,1
3.4,132.5,65.0,Houston,TX,1000.0,500,500000000.0,0,0,0,1,0,1,0,0,1,1
3.7,132.5,90.0,Houston,TX,10000.0,2,2000000000.0,0,0,0,1,0,1,0,0,1,1
0.0,132.5,0.0,Houston,TX,1.0,1,1.0,1,0,0,0,0,1,0,0,0,1
3.8,132.5,74.0,Houston,TX,1.0,1,1.0,0,0,0,0,0,1,0,0,0,1
3.3,132.5,52.0,Houston,TX,10000.0,10,10000000000.0,1,0,0,1,0,1,0,0,1,1
3.2,132.5,9.0,Houston,TX,50.0,1,1.0,1,0,1,1,1,0,0,0,1,1
4.1,132.5,37.0,Houston,TX,500.0,2,2000000000.0,0,0,0,1,1,0,0,0,1,1
3.4,132.5,47.0,Houston,TX,5000.0,1,1.0,1,0,0,0,0,1,0,0,0,1
4.9,132.5,0.0,Houston,TX,1000.0,1,1.0,0,0,0,0,0,0,0,0,0,1
3.7,132.5,17.0,Houston,TX,200.0,5,5000000.0,1,0,0,0,0,0,0,0,0,1
4.0,132.5,0.0,Houston,TX,50.0,1,1.0,0,0,0,0,0,0,1,0,0,1
2.9,132.5,36.0,Alvin,TX,500.0,100,100000000.0,1,0,0,0,0,1,0,0,0,1
3.2,132.5,0.0,Houston,TX,50.0,10,10000000.0,0,0,0,1,0,0,0,0,1,1
0.0,132.5,0.0,Houston,TX,1.0,1,1.0,1,0,0,1,0,1,1,0,0,1
3.5,132.5,21.0,Houston,TX,10000.0,1,1.0,1,0,0,1,0,1,0,0,1,1
3.7,132.5,110.0,Houston,TX,10000.0,10,10000000000.0,1,0,0,0,0,1,0,0,0,1
4.4,132.5,0.0,Houston,TX,10000.0,1,1000000000.0,1,0,0,0,0,0,0,0,0,1
3.4,132.5,24.0,Houston,TX,10000.0,10,10000000000.0,0,0,0,1,1,0,0,0,1,1
4.1,132.5,20.0,Houston,TX,10000.0,2,2000000000.0,1,0,0,1,1,0,0,0,1,1
3.3,132.5,19.0,Houston,TX,1000.0,2,2000000000.0,1,0,0,1,0,0,0,0,0,1
3.6,63.0,121.0,Houston,TX,10000.0,2,2000000000.0,0,0,0,0,0,0,0,0,0,1
3.1,63.0,16.0,Houston,TX,200.0,10,10000000.0,1,0,0,1,1,0,0,0,1,1
4.1,63.0,20.0,Houston,TX,10000.0,2,2000000000.0,1,0,0,1,0,0,0,0,0,1
3.9,63.0,17.0,Houston,TX,5000.0,100,100000000.0,1,0,0,1,0,1,0,0,0,1
3.8,63.0,25.0,Houston,TX,500.0,25,25000000.0,1,0,0,1,1,1,0,0,0,1
3.6,63.0,44.0,Houston,TX,10000.0,1,1.0,0,0,0,0,0,1,0,0,0,1
3.0,63.0,0.0,Houston,TX,50.0,5,5000000.0,0,0,0,1,1,0,0,0,1,1
3.9,63.0,24.0,Houston,TX,500.0,1,1.0,0,0,0,1,1,0,0,0,1,1
3.2,63.0,21.0,Houston,TX,500.0,500,500000000.0,1,0,0,0,0,0,0,0,0,1
3.4,63.0,24.0,Houston,TX,10000.0,10,10000000000.0,0,0,0,1,1,0,0,0,1,1
3.1,63.0,16.0,Houston,TX,200.0,10,10000000.0,1,0,0,1,1,0,0,0,1,1
3.6,63.0,86.0,Houston,TX,10000.0,5,5000000000.0,1,0,0,1,0,0,1,0,1,1
3.5,63.0,0.0,Houston,TX,500.0,5,5000000.0,1,0,0,1,0,0,0,0,1,1
4.8,63.0,7.0,Houston,TX,50.0,1,1.0,0,0,0,1,0,0,0,0,1,1
5.0,63.0,0.0,Houston,TX,50.0,1,1.0,1,0,0,1,0,0,0,0,0,1
4.3,63.0,9.0,Stafford,TX,50.0,5,5000000.0,0,0,1,1,0,0,0,0,0,1
2.8,63.0,16.0,Houston,TX,500.0,25,25000000.0,0,0,0,0,0,0,0,0,0,1
3.1,63.0,59.0,Houston,TX,1000.0,100,100000000.0,0,0,1,1,1,0,0,0,1,1
0.0,63.0,0.0,Houston,TX,50.0,5,5000000.0,1,0,0,0,0,0,0,0,0,1
0.0,63.0,0.0,Houston,TX,1.0,1,1.0,0,0,0,0,0,1,1,0,0,1
0.0,63.0,0.0,Houston,TX,1.0,1,1.0,0,0,0,1,0,0,0,0,1,1
2.5,63.0,0.0,Houston,TX,200.0,1,1.0,1,0,0,1,0,1,0,0,0,1
3.7,63.0,110.0,Houston,TX,10000.0,10,10000000000.0,0,0,0,0,0,0,0,0,0,1
3.7,63.0,14.0,Houston,TX,10000.0,10,10000000000.0,1,0,0,1,0,1,0,0,1,1
3.8,63.0,25.0,Houston,TX,500.0,25,25000000.0,1,0,0,1,1,0,0,0,1,1
2.5,63.0,55.0,Houston,TX,200.0,500,500000000.0,0,0,0,1,0,0,0,0,0,1
3.6,63.0,27.0,Houston,TX,5000.0,5,5000000000.0,0,0,1,0,0,1,0,0,1,1
3.5,63.0,22.0,Houston,TX,10000.0,2,2000000000.0,0,0,0,0,0,0,1,0,1,1
3.7,63.0,110.0,Houston,TX,10000.0,10,10000000000.0,1,0,0,0,0,1,0,0,0,1
3.9,63.0,17.0,Houston,TX,500.0,500,500000000.0,0,0,0,0,0,0,0,0,0,1
3.4,53.5,19.0,Houston,TX,5000.0,500,500000000.0,1,1,0,0,0,1,0,0,0,1
0.0,53.5,0.0,Houston,TX,1.0,1,1.0,0,0,1,0,0,0,0,0,1,1
0.0,53.5,0.0,Houston,TX,50.0,1,1.0,1,0,1,1,1,0,0,0,1,1
4.9,53.5,0.0,Houston,TX,1000.0,1,1.0,1,1,0,0,0,0,0,0,0,1
4.0,53.5,66.0,Houston,TX,200.0,500,500000000.0,0,0,1,1,0,0,1,0,1,1
4.9,53.5,0.0,Houston,TX,1000.0,1,1.0,0,0,0,0,0,0,0,0,0,1
3.9,53.5,27.0,Houston,TX,10000.0,10,10000000000.0,1,0,0,1,0,1,0,0,0,1
3.7,53.5,110.0,Houston,TX,10000.0,10,10000000000.0,1,0,0,0,0,1,0,0,0,1
4.2,53.5,0.0,Houston,TX,50.0,1,1000000.0,0,0,0,1,0,0,1,0,1,1
0.0,53.5,0.0,Houston,TX,50.0,1,1.0,1,0,0,1,0,0,0,0,1,1
3.8,53.5,0.0,Houston,TX,200.0,1,1.0,0,0,0,1,0,0,0,0,1,1
3.7,53.5,110.0,Houston,TX,10000.0,10,10000000000.0,1,0,1,1,1,0,0,0,1,1
2.4,53.5,16.0,Houston,TX,200.0,50,50000000.0,0,0,0,0,0,0,1,0,0,1
4.0,53.5,21.0,Houston,TX,500.0,50,50000000.0,1,0,0,1,1,0,0,0,1,1
0.0,53.5,0.0,Houston,TX,1.0,1,1.0,0,0,0,0,0,0,0,0,0,1
3.3,53.5,21.0,Houston,TX,10000.0,10,10000000000.0,0,0,0,0,0,0,0,0,1,1
3.2,53.5,55.0,Houston,TX,10000.0,500,500000000.0,0,0,1,1,0,0,0,0,1,1
3.2,53.5,4.0,Houston,TX,200.0,50,50000000.0,0,0,1,1,0,1,0,0,1,1
3.6,53.5,0.0,Houston,TX,50.0,5,5000000.0,0,0,0,0,0,0,0,0,0,1
2.5,53.5,22.0,Houston,TX,500.0,100,100000000.0,0,0,1,1,0,1,0,0,1,1
3.2,53.5,55.0,Houston,TX,10000.0,500,500000000.0,0,0,0,0,0,1,0,0,1,1
2.8,53.5,32.0,Houston,TX,5000.0,500,500000000.0,1,0,0,0,0,0,1,0,1,1
5.0,53.5,13.0,Houston,TX,200.0,100,100000000.0,0,0,0,1,1,0,0,0,1,1
3.9,53.5,74.0,Houston,TX,10000.0,2,2000000000.0,0,0,0,0,0,0,0,0,0,1
3.3,53.5,61.0,Houston,TX,10000.0,1,1000000000.0,0,0,0,0,0,0,1,0,0,1
3.5,53.5,5.0,Houston,TX,1000.0,100,100000000.0,0,0,0,1,1,0,0,0,0,1
3.2,53.5,24.0,Houston,TX,1000.0,1,1.0,0,0,0,0,0,0,0,0,0,1
4.0,53.5,22.0,Houston,TX,500.0,100,100000000.0,0,0,0,1,1,0,0,0,0,1
0.0,53.5,0.0,Houston,TX,1.0,1,1.0,0,0,0,0,0,0,1,0,0,1
2.7,53.5,31.0,Houston,TX,500.0,500,500000000.0,0,0,0,0,0,0,0,0,0,1
3.5,86.0,52.0,Houston,TX,10000.0,10,10000000000.0,0,0,0,0,0,0,0,0,0,1
3.0,86.0,40.0,Houston,TX,5000.0,1,1000000000.0,1,0,0,0,0,0,0,1,1,1
4.3,86.0,4.0,Houston,TX,500.0,1,1.0,1,0,0,1,1,0,0,0,1,1
3.7,86.0,110.0,Houston,TX,10000.0,10,10000000000.0,0,0,0,0,0,0,0,0,0,1
3.6,86.0,81.0,Houston,TX,10000.0,10,10000000000.0,1,0,0,0,0,1,1,0,0,1
2.7,86.0,14.0,Stafford,TX,200.0,1,1.0,0,0,0,1,0,0,0,0,0,1
3.3,86.0,0.0,Houston,TX,200.0,1,1.0,1,0,0,0,0,1,0,0,1,1
4.1,86.0,18.0,Houston,TX,500.0,1,1000000.0,0,0,0,0,0,0,0,0,1,1
4.5,86.0,17.0,Houston,TX,200.0,100,100000000.0,1,0,1,0,0,1,0,0,1,1
3.9,86.0,21.0,Houston,TX,10000.0,10,10000000000.0,1,0,0,1,0,0,0,0,1,1
3.6,86.0,0.0,Houston,TX,5000.0,1,1.0,0,0,1,0,0,1,0,0,1,1
3.8,86.0,21.0,Houston,TX,200.0,500,500000000.0,1,0,0,0,0,0,1,0,0,1
3.6,86.0,0.0,Houston,TX,500.0,500,500000000.0,0,0,0,0,0,0,0,0,0,1
4.1,86.0,102.0,Houston,TX,10000.0,1,1.0,0,0,0,0,0,0,0,0,0,1
3.5,86.0,0.0,Houston,TX,500.0,5,5000000.0,1,0,0,1,1,0,0,0,1,1
0.0,86.0,0.0,Houston,TX,1.0,1,1.0,0,0,0,1,1,0,0,0,0,1
3.6,86.0,72.0,Pearland,TX,5000.0,500,500000000.0,0,0,0,1,0,1,0,0,1,1
0.0,86.0,0.0,Houston,TX,1.0,1,1.0,1,0,0,1,0,1,0,0,1,1
4.9,86.0,0.0,Houston,TX,1000.0,1,1.0,1,0,0,1,1,0,0,0,1,1
3.3,86.0,21.0,Houston,TX,10000.0,10,10000000000.0,0,0,0,0,0,0,0,0,0,1
3.6,86.0,33.0,Houston,TX,10000.0,2,2000000000.0,0,0,0,0,0,0,0,0,1,1
4.6,86.0,0.0,Houston,TX,50.0,1,1000000.0,0,0,0,1,1,0,0,0,1,1
2.7,86.0,31.0,Houston,TX,500.0,500,500000000.0,1,0,0,1,0,1,0,0,1,1
4.6,86.0,0.0,Houston,TX,50.0,5,5000000.0,0,0,1,1,1,0,0,0,0,1
3.4,86.0,20.0,Houston,TX,1000.0,1,1.0,1,0,0,1,1,0,0,0,1,1
4.0,86.0,49.0,Houston,TX,10000.0,2,2000000000.0,0,0,0,0,0,0,0,0,0,1
4.2,86.0,53.0,Houston,TX,500.0,100,100000000.0,0,0,0,0,1,0,0,0,0,1
3.4,86.0,12.0,Houston,TX,5000.0,5,5000000000.0,0,0,0,0,0,0,0,0,0,1
3.7,86.0,55.0,Houston,TX,10000.0,5,5000000000.0,0,0,0,0,0,0,0,0,1,1
2.8,86.0,16.0,Houston,TX,500.0,25,25000000.0,0,0,0,0,0,0,0,0,0,1
0.0,129.0,0.0,Houston,TX,50.0,1,1000000.0,0,0,0,0,0,1,0,0,0,1
2.4,129.0,0.0,Houston,TX,50.0,1,1000000.0,1,0,0,1,1,1,1,0,0,1
0.0,129.0,0.0,Houston,TX,1.0,1,1.0,1,0,0,1,0,0,1,0,1,1
3.9,129.0,17.0,Houston,TX,200.0,100,100000000.0,0,0,0,0,0,0,0,0,0,1
3.0,129.0,22.0,Houston,TX,5000.0,500,500000000.0,0,0,0,1,0,0,0,0,1,1
2.9,129.0,0.0,Houston,TX,200.0,1,1.0,0,0,0,0,0,0,0,0,1,1
1.0,129.0,0.0,Houston,TX,50.0,10,10000000.0,0,0,0,0,0,0,0,0,1,1
3.3,129.0,21.0,Houston,TX,10000.0,10,10000000000.0,0,0,0,0,0,0,0,0,1,1
3.6,129.0,20.0,Houston,TX,5000.0,1,1.0,1,0,0,0,0,0,1,0,0,1
2.7,129.0,0.0,Houston,TX,50.0,1,1.0,1,0,0,1,0,1,0,0,0,1
4.1,129.0,102.0,Houston,TX,10000.0,1,1.0,0,0,0,0,0,0,0,0,0,1
3.8,129.0,21.0,Houston,TX,200.0,500,500000000.0,0,0,0,0,0,0,1,0,1,1
0.0,129.0,0.0,Houston,TX,50.0,1,1.0,0,0,0,1,1,0,0,0,0,1
4.4,129.0,80.0,Houston,TX,10000.0,5,5000000000.0,0,0,0,0,0,0,0,0,0,1
3.6,129.0,41.0,Houston,TX,1000.0,1,1000000.0,0,0,0,1,0,0,0,0,0,1
3.8,129.0,11.0,Houston,TX,200.0,1,1000000.0,0,0,0,0,0,0,0,0,1,1
5.0,129.0,0.0,Houston,TX,50.0,1,1.0,1,0,0,1,0,1,1,0,0,1
3.7,129.0,14.0,Houston,TX,10000.0,10,10000000000.0,1,0,0,1,1,1,0,0,1,1
3.6,129.0,64.0,Houston,TX,5000.0,1,1000000000.0,0,0,0,0,0,0,0,0,0,1
3.6,129.0,72.0,Pearland,TX,5000.0,500,500000000.0,0,0,1,1,0,1,0,0,1,1
3.9,129.0,19.0,Houston,TX,1000.0,500,500000000.0,0,0,0,1,0,0,0,0,1,1
2.8,129.0,16.0,Houston,TX,500.0,25,25000000.0,0,0,0,0,0,0,0,0,0,1
2.7,129.0,31.0,Houston,TX,500.0,500,500000000.0,0,0,0,0,0,0,0,0,0,1
4.5,129.0,8.0,Houston,TX,50.0,5,5000000.0,1,0,0,1,1,0,0,0,0,1
0.0,129.0,0.0,Houston,TX,1.0,1,1.0,0,0,0,0,0,0,0,0,1,1
4.1,129.0,102.0,Houston,TX,10000.0,1,1.0,0,0,0,0,0,0,0,0,1,1
3.5,129.0,73.0,Houston,TX,10000.0,5,5000000000.0,1,0,0,1,1,1,0,0,1,1
3.6,129.0,29.0,Houston,TX,5000.0,1,1000000000.0,0,0,0,1,0,0,0,0,0,1
3.8,129.0,54.0,Houston,TX,10000.0,10,10000000000.0,0,0,0,0,0,0,0,0,1,1
3.2,129.0,55.0,Houston,TX,10000.0,500,500000000.0,1,0,1,1,1,1,0,0,1,1
3.7,177.5,14.0,Houston,TX,10000.0,10,10000000000.0,1,0,0,1,0,1,0,0,1,1
1.0,177.5,0.0,Houston,TX,1000.0,1,1000000000.0,1,0,0,1,1,0,0,0,1,1
3.3,177.5,30.0,Houston,TX,5000.0,100,100000000.0,0,0,0,0,0,0,0,0,0,1
5.0,177.5,0.0,Houston,TX,50.0,1,1000000.0,0,0,0,0,0,0,0,0,1,1
3.3,177.5,21.0,Houston,TX,10000.0,10,10000000000.0,0,0,0,0,0,0,0,0,0,1
4.5,177.5,41.0,Houston,TX,50.0,1,1.0,1,0,0,1,0,1,0,0,0,1
2.8,177.5,0.0,Houston,TX,200.0,25,25000000.0,0,0,0,0,0,0,0,0,0,1
4.0,177.5,21.0,Houston,TX,500.0,50,50000000.0,1,0,0,1,1,0,0,0,1,1
3.9,177.5,21.0,Houston,TX,10000.0,10,10000000000.0,0,0,0,1,0,0,0,0,0,1
3.8,177.5,74.0,Houston,TX,1.0,1,1.0,0,0,0,1,1,1,0,0,1,1
3.9,177.5,27.0,Houston,TX,10000.0,10,10000000000.0,1,0,0,1,0,1,0,0,0,1
3.3,177.5,21.0,Houston,TX,10000.0,10,10000000000.0,0,0,0,0,0,0,0,0,0,1
4.6,177.5,0.0,Houston,TX,50.0,5,5000000.0,0,0,1,1,0,0,0,0,0,1
3.0,177.5,0.0,Houston,TX,50.0,5,5000000.0,1,0,1,1,0,0,0,0,0,1
3.7,177.5,14.0,Houston,TX,10000.0,10,10000000000.0,1,0,1,1,1,1,0,0,1,1
4.4,177.5,0.0,Spring,TX,200.0,1,1000000.0,0,0,0,1,0,0,0,0,0,1
3.1,177.5,20.0,Houston,TX,500.0,50,50000000.0,1,0,0,1,0,0,0,0,1,1
2.0,177.5,15.0,Pasadena,TX,1000.0,1,1.0,0,0,0,1,0,0,0,0,1,1
3.6,177.5,72.0,Pearland,TX,5000.0,500,500000000.0,0,0,0,1,0,1,0,0,1,1
4.1,177.5,102.0,Houston,TX,10000.0,1,1.0,1,0,0,1,0,0,0,0,1,1
4.5,177.5,0.0,Houston,TX,1000.0,1,1.0,0,0,0,0,0,0,0,0,1,1
2.7,177.5,31.0,Houston,TX,500.0,500,500000000.0,0,0,0,0,0,1,0,0,1,1
3.7,177.5,97.0,Houston,TX,10000.0,2,2000000000.0,0,0,0,0,0,0,0,0,0,1
4.1,177.5,102.0,Houston,TX,10000.0,1,1.0,0,0,0,0,0,0,0,0,0,1
4.0,177.5,0.0,Houston,TX,50.0,1,1000000.0,0,0,0,0,0,0,0,0,1,1
4.1,177.5,102.0,Houston,TX,10000.0,1,1.0,0,0,0,0,0,0,0,0,1,1
3.7,177.5,0.0,Houston,TX,5000.0,1,1.0,0,0,0,1,0,0,0,0,0,1
0.0,177.5,0.0,Houston,TX,1.0,1,1.0,0,0,0,0,0,0,0,0,0,1
3.2,177.5,24.0,Houston,TX,1000.0,1,1.0,1,0,0,1,0,0,0,0,1,1
3.2,177.5,55.0,Houston,TX,10000.0,500,500000000.0,0,0,0,1,0,1,0,0,1,1
0.0,84.5,0.0,Houston,TX,200.0,1,1.0,0,0,0,0,1,0,0,0,0,1
3.2,84.5,55.0,Houston,TX,10000.0,500,500000000.0,0,0,0,1,1,1,0,0,1,1
3.2,84.5,0.0,Houston,TX,50.0,1,1000000.0,0,0,0,0,0,0,0,0,0,1
3.7,84.5,21.0,Pasadena,TX,200.0,50,50000000.0,0,0,0,0,0,0,0,0,0,1
3.6,84.5,72.0,Pearland,TX,5000.0,500,500000000.0,0,0,1,1,0,1,0,0,1,1
0.0,84.5,0.0,Houston,TX,1.0,1,1.0,1,0,0,1,1,0,0,1,1,1
0.0,84.5,0.0,Pasadena,TX,1.0,1,1.0,0,0,0,0,0,0,0,0,0,1
4.1,84.5,102.0,Houston,TX,10000.0,1,1.0,0,0,0,0,0,0,0,0,0,1
0.0,84.5,25.0,Houston,TX,200.0,5,5000000.0,0,0,1,0,0,0,0,0,1,1
3.7,84.5,23.0,Houston,TX,200.0,1,1.0,1,0,0,0,0,1,0,0,0,1
4.1,84.5,102.0,Houston,TX,10000.0,1,1.0,0,0,0,0,0,0,0,0,1,1
0.0,84.5,0.0,Houston,TX,1.0,1,1.0,0,0,0,0,0,0,0,0,0,1
4.1,84.5,102.0,Houston,TX,10000.0,1,1.0,0,0,0,0,0,0,0,0,0,1
4.1,84.5,102.0,Houston,TX,10000.0,1,1.0,0,0,0,0,0,0,0,0,0,1
4.1,84.5,102.0,Houston,TX,10000.0,1,1.0,0,0,0,0,0,0,0,0,0,1
3.7,84.5,14.0,Houston,TX,10000.0,10,10000000000.0,1,0,0,1,1,1,0,0,1,1
5.0,84.5,0.0,Houston,TX,50.0,1,1.0,1,0,0,1,0,1,0,0,0,1
0.0,84.5,0.0,Houston,TX,1.0,1,1.0,0,0,0,0,0,1,0,0,1,1
3.7,84.5,111.0,Houston,TX,10000.0,2,2000000000.0,0,0,0,0,0,0,0,0,0,1
2.0,84.5,0.0,Houston,TX,5000.0,1,1.0,1,0,0,1,0,1,0,0,1,1
3.2,84.5,55.0,Houston,TX,10000.0,500,500000000.0,0,0,0,1,1,1,0,0,1,1
3.2,84.5,55.0,Houston,TX,10000.0,500,500000000.0,0,0,0,1,1,1,0,0,1,1
4.1,84.5,102.0,Houston,TX,10000.0,1,1.0,0,0,0,0,0,0,0,0,0,1
0.0,84.5,0.0,Houston,TX,1.0,1,1.0,1,0,0,1,0,0,0,0,1,1
0.0,84.5,0.0,Houston,TX,1.0,1,1.0,1,1,0,1,0,1,1,0,1,1
3.2,84.5,24.0,Houston,TX,1000.0,1,1.0,0,0,0,0,0,0,0,0,0,1
4.9,84.5,3.0,Stafford,TX,200.0,50,50000000.0,0,0,0,0,0,0,0,0,0,1
5.0,84.5,14.0,Houston,TX,200.0,25,25000000.0,1,0,0,1,0,0,0,0,1,1
3.1,84.5,0.0,Houston,TX,10000.0,100,100000000.0,0,0,0,0,1,0,0,0,1,1
3.8,84.5,0.0,Houston,TX,200.0,1,1.0,0,0,0,0,0,0,0,0,0,1
3.8,104.5,32.0,Houston,TX,10000.0,10,10000000000.0,0,0,0,0,0,1,0,0,1,1
4.2,104.5,19.0,Houston,TX,50.0,25,25000000.0,0,0,0,0,0,0,0,0,0,1
2.4,104.5,0.0,Houston,TX,50.0,1,1000000.0,1,0,0,1,1,1,1,0,0,1
4.0,104.5,17.0,Houston,TX,200.0,25,25000000.0,0,0,0,0,0,0,0,0,1,1
4.1,104.5,102.0,Houston,TX,10000.0,1,1.0,0,0,0,0,0,0,0,0,0,1
0.0,104.5,0.0,Houston,TX,200.0,1,1.0,0,0,0,1,0,0,0,0,1,1
3.3,104.5,37.0,Houston,TX,10000.0,10,10000000000.0,1,0,0,1,0,1,0,0,1,1
0.0,104.5,0.0,Houston,TX,1.0,1,1.0,0,0,0,0,0,1,1,0,0,1
3.4,104.5,47.0,Houston,TX,5000.0,1,1.0,1,0,1,0,0,0,0,0,1,1
3.1,104.5,66.0,Sugar Land,TX,1000.0,500,500000000.0,1,0,1,1,0,0,0,0,0,1
0.0,104.5,0.0,Houston,TX,1.0,1,1.0,0,0,0,0,0,0,0,0,0,1
3.1,104.5,14.0,Webster,TX,10000.0,5,5000000.0,0,0,0,0,0,0,0,0,0,1
3.8,104.5,58.0,Houston,TX,200.0,25,25000000.0,1,0,0,0,0,1,0,0,0,1
3.1,104.5,0.0,Houston,TX,10000.0,100,100000000.0,0,0,0,0,1,0,0,0,1,1
3.5,104.5,21.0,Webster,TX,10000.0,2,2000000000.0,0,0,0,0,0,0,0,0,0,1
4.1,104.5,102.0,Baytown,TX,10000.0,1,1.0,0,0,0,0,0,0,0,0,0,1
4.1,104.5,102.0,Baytown,TX,10000.0,1,1.0,0,0,0,0,0,0,0,0,0,1
0.0,104.5,0.0,Houston,TX,1.0,1,1.0,1,0,1,0,0,0,0,0,1,1
3.6,104.5,27.0,Houston,TX,5000.0,5,5000000000.0,1,0,0,1,1,1,0,0,1,1
3.7,104.5,22.0,Houston,TX,200.0,100,100000000.0,0,0,0,0,0,0,0,0,0,1
0.0,104.5,0.0,Houston,TX,1.0,1,1.0,1,0,0,1,1,0,0,0,1,1
4.1,104.5,102.0,Nassau Bay,TX,10000.0,1,1.0,0,0,0,0,0,0,0,0,0,1
4.2,104.5,22.0,Houston,TX,500.0,500,500000000.0,0,0,0,1,0,0,1,0,0,1
4.2,104.5,14.0,Houston,TX,500.0,1,1.0,0,0,0,0,0,0,0,0,0,1
3.9,104.5,19.0,Houston,TX,1000.0,500,500000000.0,0,0,0,1,0,0,0,0,1,1
3.5,104.5,5.0,Houston,TX,10000.0,5,5000000000.0,1,0,1,1,0,0,1,0,1,1
4.2,104.5,14.0,West University Place,TX,500.0,1,1.0,0,0,0,0,0,0,0,0,0,1
4.2,104.5,14.0,Missouri City,TX,500.0,1,1.0,0,0,0,0,0,0,0,0,0,1
0.0,104.5,0.0,Houston,TX,200.0,1,1.0,1,0,0,1,1,0,0,0,1,1
4.2,104.5,14.0,Bellaire,TX,500.0,1,1.0,0,0,0,0,0,0,0,0,0,1
4.2,98.0,14.0,Stafford,TX,500.0,1,1.0,0,0,0,0,0,0,0,0,0,1
4.2,98.0,14.0,Spring,TX,500.0,1,1.0,0,0,0,0,0,0,0,0,0,1
4.2,98.0,14.0,Sugar Land,TX,500.0,1,1.0,0,0,0,0,0,0,0,0,0,1
4.0,122.5,61.0,Scottsdale,AZ,10000.0,5,5000000000.0,1,0,0,1,1,1,0,0,0,1
4.2,122.5,22.0,Phoenix,AZ,500.0,500,500000000.0,1,1,0,1,0,0,0,0,1,1
3.5,122.5,54.0,Phoenix,AZ,5000.0,500,500000000.0,0,0,0,0,0,1,0,0,0,1
4.4,122.5,11.0,Phoenix,AZ,500.0,50,50000000.0,1,0,1,1,0,0,0,0,1,1
3.1,122.5,21.0,Tempe,AZ,10000.0,10,10000000000.0,1,0,0,1,1,0,0,0,1,1
3.6,122.5,99.0,Phoenix,AZ,10000.0,10,10000000000.0,1,0,0,0,0,0,0,0,0,1
3.6,122.5,60.0,Phoenix,AZ,10000.0,10,10000000000.0,1,1,0,1,0,1,0,0,0,1
4.8,122.5,10.0,Phoenix,AZ,5000.0,1,1.0,0,0,0,1,0,0,0,0,1,1
4.4,122.5,6.0,Chandler,AZ,500.0,1,1.0,1,0,1,1,0,0,0,0,0,1
4.1,122.5,22.0,Phoenix,AZ,200.0,50,50000000.0,1,0,0,0,0,1,0,0,0,1
3.1,122.5,11.0,Phoenix,AZ,5000.0,1,1.0,0,0,0,1,0,0,0,0,1,1
4.6,122.5,0.0,Phoenix,AZ,50.0,1,1.0,1,0,0,1,0,1,0,0,0,1
4.9,122.5,5.0,Phoenix,AZ,50.0,50,50000000.0,1,0,0,1,0,0,0,0,0,1
3.7,122.5,46.0,Phoenix,AZ,1000.0,500,500000000.0,0,0,1,1,0,0,0,0,1,1
4.2,122.5,19.0,Phoenix,AZ,50.0,25,25000000.0,1,0,0,0,0,0,0,0,0,1
3.3,122.5,19.0,Scottsdale,AZ,1000.0,1,1000000000.0,1,0,1,1,0,0,0,0,1,1
0.0,122.5,0.0,Phoenix,AZ,1.0,1,1.0,1,0,0,1,0,1,1,0,0,1
3.9,122.5,27.0,Phoenix,AZ,10000.0,10,10000000000.0,1,0,0,1,0,1,0,0,0,1
3.9,122.5,27.0,Tempe,AZ,10000.0,10,10000000000.0,1,0,0,1,0,1,0,0,1,1
4.4,122.5,0.0,Phoenix,AZ,50.0,5,5000000.0,1,0,0,1,0,0,0,0,0,1
4.0,122.5,21.0,Scottsdale,AZ,500.0,50,50000000.0,1,0,1,1,0,0,0,0,1,1
2.8,122.5,33.0,Phoenix,AZ,200.0,50,50000000.0,1,0,0,0,0,1,0,0,0,1
3.7,122.5,30.0,Phoenix,AZ,5000.0,1,1.0,1,0,0,1,0,0,0,0,0,1
3.5,122.5,21.0,Phoenix,AZ,10000.0,1,1.0,1,0,0,1,0,1,0,0,1,1
4.6,122.5,29.0,Phoenix,AZ,500.0,100,100000000.0,1,0,0,1,0,1,0,0,1,1
0.0,122.5,0.0,Phoenix,AZ,1.0,1,1.0,1,0,0,0,0,0,0,0,0,1
4.3,122.5,6.0,Scottsdale,AZ,200.0,1,1.0,1,0,0,1,0,1,1,0,0,1
